#OK
#SQL= select h.bdmId, h.axis1_x, h.axis1_y , h.axis1_z, h.Mtot, h.Mvir, h.x, h.y, h.z, h.np from miniMDR1..BDMV h where h.snapnum = 85
#MAXROWS UNLIMITED
#QUERYTIMEOUT 420 sec
#DATE 2013-07-24 20:21:25.629 CEST
#QUERYTIME 73 millisec
#COLUMN 1 name=bdmId JDBC_TYPE=-5 JDBC_TYPENAME=bigint
#COLUMN 2 name=axis1_x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 3 name=axis1_y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 4 name=axis1_z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 5 name=Mtot JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 6 name=Mvir JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 7 name=x JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 8 name=y JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 9 name=z JDBC_TYPE=7 JDBC_TYPENAME=real
#COLUMN 10 name=np JDBC_TYPE=4 JDBC_TYPENAME=int
bdmId,axis1_x,axis1_y,axis1_z,Mtot,Mvir,x,y,z,np
8512160372,0.9991,-0.0275,-0.0327,1.33599999E12,1.29200003E12,389.9736,469.9133,864.0246,149
8512160373,-0.4405,0.8921,0.1005,7.0239997E11,6.9380001E11,393.1987,471.1827,856.625,80
8512160377,0.2559,-0.7848,0.5644,4.51000009E11,4.42300006E11,383.2518,472.2003,863.5184,51
8512160378,0.5477,-0.1805,0.8169,2.68000009E12,2.61000004E12,393.2266,473.2325,855.6259,301
8512160379,0.9896,0.0969,-0.1064,5.46300002E11,5.29000006E11,393.3224,473.4439,855.3062,61
8512160380,-0.2327,-0.2327,0.9443,1.83799998E12,1.79499998E12,394.7809,473.4115,853.5138,207
8512160387,-0.1508,0.916,-0.3718,7.3709997E11,7.3709997E11,343.5964,484.1758,850.6733,85
8512160391,0.7903,-0.2167,0.5732,1.73399998E11,1.73399998E11,358.8446,486.6837,854.7452,20
8512160392,-0.2215,0.9507,-0.2169,5.9839998E11,5.8099997E11,371.7131,476.1545,857.2587,67
8512160425,-0.3554,0.9336,-0.046,3.148E12,3.0700001E12,378.8924,420.6709,854.5804,354
8512160428,0.8405,0.2497,0.4809,1.00600001E12,6.3309998E11,376.588,432.9979,858.7332,73
8512160433,-0.6042,0.3216,0.7291,1.73399998E11,1.73399998E11,334.5253,429.1157,848.7814,20
8512160438,0.0214,0.4204,0.9071,5.8970001E11,3.295E11,374.2244,431.4023,856.2565,38
8512160439,0.7809,-0.2551,0.5702,1.96199999E13,1.07600004E13,374.3568,431.8408,857.2419,1241
8512160440,0.9478,-0.1299,0.2913,2.94799999E11,2.60200006E11,395.9901,434.6251,859.9184,30
8512160445,-0.0248,0.8594,0.5107,5.29000006E11,5.29000006E11,398.025,436.3946,860.1028,61
8512160449,0.1643,0.69,-0.7049,4.07600005E11,4.07600005E11,361.8767,442.6041,858.6998,47
8512160455,0.5478,0.6663,0.5059,1.09299997E12,1.03199998E12,334.0924,447.0239,844.7042,119
8512160456,0.7505,-0.445,0.4885,4.07600005E11,3.295E11,357.9933,448.2379,855.8944,38
8512160461,0.0126,0.8224,0.5688,9.3140004E12,7.8139999E12,353.9077,449.9272,854.2982,901
8512160462,0.4192,0.8592,0.2933,1.88200006E12,1.77799994E12,372.9653,447.3743,865.5522,205
8512160463,0.5209,-0.5762,0.6298,4.51000009E11,4.51000009E11,373.4029,448.2832,864.9408,52
8512160465,0.8488,0.4474,-0.2816,4.24900002E11,4.16300007E11,339.7679,453.9879,849.1145,48
8512160466,-0.4367,0.6708,0.5995,1.73399998E11,1.73399998E11,342.9467,455.9926,851.1461,20
8512160467,0.9978,-0.0415,0.0521,7.1979998E11,4.07600005E11,383.5787,460.5402,863.8024,47
8512160468,0.0463,0.934,0.3543,1.318E12,4.16300007E11,385.6948,462.1551,865.1963,48
8512160469,0.389,0.5092,-0.7677,5.8620002E12,4.18900004E12,390.6805,460.8752,861.4763,483
8512160470,-0.1998,0.3953,0.8966,1.04900002E12,5.6369997E11,392.5094,457.9376,858.682,65
8512160472,0.2965,0.174,0.939,3.90200001E11,3.81600006E11,351.1375,457.6543,857.2908,44
8512160473,0.0459,0.726,0.6862,5.29000006E11,5.03000007E11,385.8938,461.3845,863.8384,58
8512160475,0.3714,0.1039,0.9227,6.738E12,6.626E12,380.146,460.378,859.3459,764
8512160476,0.2164,-0.1486,0.9649,3.38200003E11,3.20900006E11,389.3583,460.1216,861.3389,37
8512160477,0.8361,0.1125,0.5369,7.2850001E11,5.20300003E11,389.6437,461.4597,862.1367,60
8512160484,0.9462,-0.09,-0.3109,4.42300006E11,4.33600004E11,345.4021,466.2464,853.0213,50
8512160485,0.4206,-0.335,0.8432,1.03399995E13,1.82099994E12,390.1855,465.6908,866.025,210
8512160489,0.9709,0.2303,0.0664,6.07E11,6.07E11,351.0987,466.6837,854.9073,70
8512160490,-0.3326,0.077,0.9399,3.55600007E11,3.55600007E11,353.172,466.1976,856.0865,41
8512160501,0.9861,0.0571,0.1562,5.8099997E11,5.8099997E11,370.6614,474.2773,858.7037,67
8512160502,0.0777,0.3329,0.9398,9.6429995E12,1.50899995E12,385.1028,468.5794,873.7772,174
8512160503,-0.1311,0.3925,0.9103,2.47999994E12,3.20900006E11,394.1111,469.8019,855.5334,37
8512160511,-0.4285,0.8289,-0.3595,1.318E12,1.31000002E12,369.6658,474.2512,858.7952,151
8512160512,0.4698,0.8812,-0.0522,1.73399998E11,1.64800004E11,387.0787,467.2486,874.4541,19
8512160517,0.7445,0.2634,0.6134,9.5909996E12,9.1140003E12,372.9572,475.4088,859.6052,1051
8512160518,0.4139,0.776,-0.4759,1.66500001E12,1.63900005E12,384.833,471.6335,865.5002,189
8512160519,0.7424,0.3902,-0.5446,2.77500002E11,2.60200006E11,397.8961,473.2217,851.5521,30
8512160534,0.6236,-0.6949,0.3581,2.31099993E14,2.28600003E14,391.3848,480.5153,854.3563,26362
8512160542,-0.7568,0.5188,0.3977,2.86200005E11,2.77500002E11,389.0338,482.4198,854.6467,32
8512160546,-0.3555,0.151,0.9224,1.82100001E11,1.82100001E11,339.7787,498.3886,844.9557,21
8512160547,0.7177,0.5426,0.4365,3.81600006E11,3.81600006E11,363.3122,500.1508,849.5134,44
8512160556,0.8958,-0.3979,0.198,2.30700011E12,2.19400005E12,375.8113,503.4119,847.2951,253
8512160561,0.9926,0.0205,0.1193,1.37899999E12,1.35300003E12,349.8461,510.4301,847.3502,156
8512160568,-0.2975,0.5421,0.7859,2.20600006E13,2.13699999E13,346.2066,512.7931,841.7599,2464
8512160569,0.8533,-0.2658,0.4485,4.42300006E11,4.42300006E11,396.1738,512.5693,845.4554,51
8512160572,0.2957,0.6102,-0.735,1.99500005E11,1.90800003E11,369.8448,513.2055,845.8234,22
8512160664,0.9851,0.0594,0.1616,2.16800002E11,2.16800002E11,334.5515,498.4591,846.3409,25
8512160665,0.8908,-0.4392,-0.1169,9.3660001E11,9.3660001E11,337.9924,497.7139,846.2893,108
8512160668,-0.0488,0.8794,-0.4736,2.94799999E11,2.94799999E11,348.9683,496.9349,847.6382,34
8512160669,0.6032,0.6575,0.4516,4.17099992E12,4.04100009E12,386.2373,486.2391,852.9609,466
8512160680,-0.6672,0.7047,0.2412,3.90200007E12,3.8330001E12,359.5793,505.6222,849.6688,442
8512160681,0.726,0.6726,-0.1433,3.90200001E11,3.72900004E11,398.9844,501.4628,848.0838,43
8512160687,0.7648,-0.5488,0.3376,6.7640001E11,4.33600004E11,349.2631,510.6033,846.9482,50
8512160688,0.3938,-0.3111,0.865,2.86200005E11,2.86200005E11,362.0042,505.8364,848.764,33
8512160689,-0.0495,0.0279,0.9984,1.62199996E13,1.60500002E13,371.6613,506.0097,846.221,1851
8512160690,-0.2106,-0.1186,0.9704,2.90500012E12,1.98600006E12,375.964,507.6791,845.058,229
8512160696,0.9991,-0.0384,-0.0178,2.77500002E11,2.77500002E11,360.0101,511.5956,848.369,32
8512160697,0.8483,-0.1181,0.5162,1.90800003E11,1.90800003E11,372.4217,511.959,844.5845,22
8512160698,0.8393,0.0144,0.5435,4.77000008E11,4.24900002E11,376.049,507.3453,845.4866,49
8512160699,-0.736,0.3495,0.5798,3.08699988E12,2.92199989E12,380.6927,512.1802,843.176,337
8512160705,0.3366,0.6404,-0.6904,2.77500002E11,2.34200007E11,357.0899,513.232,848.1532,27
8512160706,-0.4579,0.7662,0.4507,4.42300006E11,4.42300006E11,360.0912,511.4669,847.7589,51
8512160707,-0.123,-0.1217,0.9849,2.34200007E11,2.34200007E11,363.7478,511.2032,846.6743,27
8512160708,0.9422,0.3021,-0.1448,1.73399998E11,1.21400001E11,398.3152,515.0934,844.0967,14
8512160714,0.8731,-0.275,-0.4027,2.688E11,1.47399999E11,345.3647,515.2074,840.9578,17
8512160719,0.6164,0.1902,-0.7641,3.72900004E11,3.72900004E11,348.924,516.0142,841.9537,43
8512160807,0.2579,0.9298,-0.2625,1.37299996E13,5.6369997E11,383.0616,486.844,852.5181,65
8512160812,0.9312,0.344,-0.1209,3.295E11,3.295E11,338.7367,498.8555,846.7215,38
8512160813,-0.7108,0.2026,0.6735,2.77500002E11,2.77500002E11,345.9309,496.8275,844.8601,32
8512160814,0.8963,-0.4076,-0.1745,7.6580001E12,7.4669999E12,381.3859,489.7752,852.6321,861
8512160815,0.8024,-0.3854,0.4557,1.37000006E12,4.85600002E11,386.2261,486.141,852.8252,56
8512160819,0.3287,-0.7434,0.5825,4.5789998E12,4.5619998E12,369.3503,500.8412,847.9155,526
8512160820,0.7335,-0.5315,0.4237,1.11000001E12,1.09299997E12,383.0902,495.9316,849.9155,126
8512160821,-0.1813,0.8435,0.5055,1.73399998E11,1.73399998E11,398.8497,495.5372,851.7519,20
8512160827,-0.3946,0.1361,0.9087,1.90800003E11,1.82100001E11,358.5879,506.9472,849.7649,21
8512160832,0.6899,0.6078,0.3933,5.0990002E12,5.0209997E12,377.3479,508.6507,844.825,579
8512160837,0.9255,-0.2887,0.2451,5.6369997E11,5.6369997E11,336.3287,511.8903,839.6647,65
8512160838,-0.5587,0.3928,0.7304,7.1979998E11,3.55600007E11,346.2009,512.8031,841.7896,41
8512160839,0.969,-0.1914,0.1561,7.3540001E12,7.0939999E12,347.3047,513.3935,842.553,818
8512160840,-0.3868,0.7567,0.5271,3.38200003E11,3.38200003E11,361.553,510.9709,848.0248,39
8512160841,0.726,0.6837,-0.0743,4.33600004E11,3.64200002E11,373.5735,509.3409,845.0383,42
8512160842,-0.6254,0.7295,0.277,2.688E11,2.688E11,398.7436,513.3807,845.7481,31
8512160847,-0.5186,0.354,0.7783,3.55600007E11,1.90800003E11,384.0739,512.4437,842.4017,22
8512160851,0.42,-0.2311,0.8776,3.64200002E11,3.64200002E11,350.2524,516.682,844.5497,42
8512160930,0.982,-0.1769,-0.0665,6.545E13,6.3980001E13,383.115,486.5197,852.6617,7378
8512160934,0.7934,-0.5733,0.2047,3.46900005E11,3.46900005E11,338.9197,498.7818,846.7304,40
8512160937,0.709,0.258,-0.6563,1.26599994E12,1.26599994E12,360.7348,501.9852,850.8924,146
8512160938,0.702,0.7089,0.0678,1.13599998E12,1.13599998E12,366.3049,500.2555,848.1477,131
8512160943,-0.1089,0.8783,0.4656,4.33600004E11,4.33600004E11,360.5618,503.0271,849.9883,50
8512160944,0.336,-0.4144,0.8458,3.55600007E11,2.86200005E11,369.1822,501.1877,847.5862,33
8512160957,-0.1014,0.8178,0.5665,4.16300007E11,2.77500002E11,347.372,513.1973,840.7741,32
8512160958,-0.3227,0.1589,0.9331,4.59600003E11,3.64200002E11,350.974,514.0525,845.3212,42
8512160959,0.8125,-0.1229,0.5698,5.7240001E11,5.7240001E11,373.1786,509.8947,844.6443,66
8512160960,0.7398,-0.28,0.6118,1.59600004E12,1.58699998E12,395.1258,513.4361,845.2856,183
8512160967,-0.1715,0.5931,0.7866,8.5509999E12,8.4380001E12,351.3745,514.2097,845.6797,973
8512160968,-0.0306,0.9741,0.2239,4.42300006E11,4.24900002E11,363.8346,511.2904,847.6713,49
8512161066,-0.3031,-0.2902,0.9077,4.77000008E11,4.77000008E11,337.2256,500.0036,848.1661,55
8512161067,-0.1888,0.9694,-0.1567,5.8099997E11,5.8099997E11,361.5473,496.2517,851.4107,67
8512161068,0.8625,-0.2772,0.4233,3.46900005E11,3.46900005E11,365.6414,499.8919,848.6265,40
8512161069,0.5683,-0.5989,0.5642,1.07499998E12,1.07499998E12,370.8665,498.5333,850.1578,124
8512161070,0.8976,0.4142,0.1508,2.51500003E11,2.51500003E11,396.4879,493.4441,851.4959,29
8512161079,0.4438,0.1808,0.8777,1.15300001E12,1.15300001E12,346.4714,508.5105,846.3107,133
8512161080,0.9458,-0.1171,0.3029,7.1110001E11,7.1110001E11,362.6683,505.6225,849.6582,82
8512161085,0.6624,0.7247,-0.19,1.43999998E12,1.15300001E12,349.2394,510.682,846.5889,133
8512161086,-0.3459,0.788,0.5093,7.7179997E11,7.4580001E11,369.2498,505.2336,847.4477,86
8512161087,0.2612,-0.5925,0.7621,3.81600006E11,3.72900004E11,398.9178,509.3089,847.141,43
8512161093,0.2099,-0.3331,0.9192,2.31600003E12,4.16300007E11,346.1413,512.8006,841.5759,48
8512161101,0.2055,0.1391,0.9687,9.3660001E11,9.3660001E11,349.555,517.2468,843.6394,108
8512161185,0.3592,0.7287,-0.583,1.12700005E12,1.11000001E12,353.9879,493.8051,852.8688,128
8512161186,0.961,-0.0183,-0.2759,1.31700003E13,8.4990001E11,383.6251,486.5314,852.5036,98
8512161188,0.9795,-0.0751,0.1872,3.79799994E12,3.75499994E12,334.5547,501.2622,849.1743,433
8512161189,0.1086,0.9936,0.0304,6.1569997E11,6.07E11,388.2499,485.8539,852.8619,70
8512161194,0.4649,0.3576,-0.8099,3.295E11,3.295E11,345.6058,503.9448,849.8123,38
8512161195,0.475,-0.3549,0.8052,9.9729998E11,9.7999998E11,347.3458,504.4744,849.6019,113
8512161196,-0.1677,0.9419,0.2912,2.688E11,2.42800001E11,381.5777,490.2477,852.7959,28
8512161210,0.4488,0.8078,-0.3822,1.27900005E13,1.61299995E12,354.9679,515.4557,847.1432,186
8512161211,0.7224,-0.6556,0.22,3.81600006E11,3.72900004E11,392.2712,513.5592,844.8091,43
8512161215,0.617,-0.6639,0.4226,3.55600007E11,3.55600007E11,340.075,515.3986,842.1822,41
8512161216,0.0322,0.3329,0.9424,1.57800006E12,1.43999998E12,347.4319,513.3144,840.9255,166
8512161218,-0.3645,0.2257,0.9034,5.37700008E11,4.59600003E11,334.7983,517.0037,842.0408,53
8512161300,0.2268,-0.1267,0.9657,3.90200001E11,3.90200001E11,339.5937,497.0981,848.2714,45
8512161301,0.7581,0.6462,0.0878,2.688E11,2.688E11,376.0669,491.5222,853.2887,31
8512161305,-0.7532,0.2836,0.5935,3.72900004E11,3.72900004E11,368.996,498.9773,851.0459,43
8512161306,0.4122,0.9066,-0.0907,6.6779998E11,6.1569997E11,385.8987,485.9498,852.5975,71
8512161313,0.198,0.7214,-0.6636,2.7139999E12,2.68799993E12,396.9775,493.9813,851.1448,310
8512161319,-0.7601,0.3021,0.5753,1.61299995E12,1.53500005E12,356.1714,508.3784,850.7288,177
8512161332,0.6967,0.2393,-0.6762,5.8099997E11,4.68300005E11,351.4861,514.1069,846.0648,54
8512161333,0.4201,0.8512,-0.3147,2.04700005E12,1.41400002E12,383.8635,512.8468,841.9144,163
8512161338,0.6159,0.4559,0.6425,1.28400006E12,1.26599994E12,375.9666,514.3029,845.8591,146
8512161426,0.7285,0.3708,0.576,2.42800001E11,2.42800001E11,350.6686,492.1338,854.1096,28
8512161427,0.8036,0.2417,-0.5438,3.12200004E11,3.12200004E11,362.455,490.5724,856.2399,36
8512161435,0.7745,0.601,0.1973,2.86200005E11,2.77500002E11,336.1173,501.3253,849.6881,32
8512161441,0.7473,-0.1334,0.6509,2.51500003E11,2.51500003E11,340.1976,503.6592,851.1054,29
8512161442,-0.3066,0.1386,0.9417,2.13300006E12,2.09899998E12,361.7486,500.0433,851.3139,242
8512161443,0.5449,0.6347,0.5479,2.34200007E11,2.25500004E11,361.4295,499.843,851.299,26
8512161444,0.3139,0.6705,-0.6722,1.79599992E13,1.66800004E13,389.3165,484.9214,853.2062,1923
8512161445,-0.4902,0.8452,0.213,9.2789998E11,9.1059998E11,390.7661,487.8844,852.4976,105
8512161453,0.887,-0.4504,-0.1022,1.067E12,1.05800001E12,336.6491,502.6002,850.0172,122
8512161454,-0.1163,0.8264,0.5509,1.90800003E11,1.90800003E11,347.1964,507.0716,850.8076,22
8512161455,0.7149,0.3143,-0.6246,2.77500002E11,2.60200006E11,375.3962,503.2512,847.2574,30
8512161456,0.8432,0.1368,-0.52,7.1979998E11,6.9380001E11,376.9037,501.017,848.6245,80
8512161457,0.4742,-0.5632,0.6767,8.4990001E11,8.4990001E11,379.3883,499.359,850.0939,98
8512161459,-0.4382,0.8716,-0.22,1.29200003E12,1.26599994E12,348.504,510.0664,847.3246,146
8512161460,-0.6852,0.6786,0.2645,8.4990001E11,8.3250001E11,380.6955,508.7155,845.5334,96
8512161466,-0.4115,0.2356,0.8804,1.067E12,1.04900002E12,382.3231,511.17,844.031,121
8512161471,0.022,0.9535,-0.3006,6.07E11,6.07E11,335.0915,514.5809,845.6598,70
8512161472,-0.5649,-0.1652,0.8084,3.64200002E11,1.73399998E11,358.6519,508.5691,850.0577,20
8512161473,0.242,0.9406,0.2383,2.15100005E12,2.09000006E12,360.0521,510.447,849.3235,241
8512161476,-0.8085,0.4674,0.3576,2.16800002E11,1.12699998E11,334.7975,516.9769,841.652,13
8512161477,0.8642,0.4857,0.1317,3.05100006E13,2.9860001E13,354.7309,515.0699,847.2352,3443
8512161478,-0.5009,0.5266,0.6868,5.7240001E11,5.20300003E11,372.3719,515.5223,847.3919,60
8512161482,0.0733,0.9836,-0.1649,4.51000009E11,4.07600005E11,353.8602,515.507,846.8886,47
8512161577,-0.6862,0.3458,0.64,2.49800006E12,1.83799998E12,352.7996,492.3727,855.8901,212
8512161578,-0.3231,0.9267,0.1918,1.77799994E12,1.11000001E12,375.2641,494.4029,853.0075,128
8512161579,-0.5051,0.8358,0.2153,3.81600006E11,3.81600006E11,399.5416,490.8626,854.4133,44
8512161585,0.4843,0.8059,-0.3405,3.90200001E11,3.90200001E11,346.8649,505.6667,851.8072,45
8512161586,-0.3602,0.8072,0.4677,3.24299994E12,3.13900007E12,360.079,503.515,850.2341,362
8512161587,0.662,0.7403,0.1172,3.38200003E11,3.12200004E11,398.1932,494.4525,851.3532,36
8512161593,0.8021,-0.2902,0.522,4.07600005E11,4.07600005E11,343.0096,504.8096,851.0545,47
8512161594,0.8263,0.5631,0.0104,3.35599999E12,3.26100006E12,360.9702,505.1605,850.3538,376
8512161599,0.292,0.9101,-0.2939,2.13300006E12,2.11600002E12,367.372,504.9282,848.7387,244
8512161600,-0.2612,0.5538,0.7906,4.85600002E11,4.77000008E11,377.0018,507.341,845.3924,55
8512161605,-0.1139,0.9043,0.4114,9.8860001E11,9.8860001E11,333.1286,510.5417,847.0991,114
8512161606,0.7598,-0.3392,0.5546,1.64800004E11,1.64800004E11,334.8705,509.4084,847.1215,19
8512161608,0.136,-0.3024,0.9434,4.94300004E11,3.98900003E11,348.045,513.0504,842.0667,46
8512161609,-0.1371,0.8167,-0.5606,1.00900002E13,9.8080003E12,356.5793,513.7154,848.1791,1131
8512161610,0.0209,0.6344,0.7727,5.5069999E13,5.496E13,373.1017,515.5486,846.5472,6337
8512161611,0.4719,0.3807,0.7952,3.46900005E11,3.38200003E11,373.9917,515.3647,846.2672,39
8512161617,0.1549,0.1154,0.9812,4.5959998E12,4.466E12,334.7972,517.0027,842.0005,515
8512161702,0.8779,0.2262,0.422,5.8970001E11,5.8970001E11,347.5519,494.3777,855.5561,68
8512161703,0.8696,0.2189,-0.4426,3.38200003E11,3.20900006E11,382.3627,488.1954,852.4097,37
8512161708,0.0343,0.8136,-0.5804,6.07E11,5.9839998E11,369.4779,498.4417,852.1622,69
8512161709,-0.3157,0.9317,0.1798,1.28200003E13,1.23100004E12,382.7343,486.6469,852.4225,142
8512161715,0.5172,-0.0162,0.8557,4.07600005E11,4.07600005E11,341.1696,503.2516,852.0682,47
8512161716,0.1029,0.8534,0.511,9.9729998E11,9.8860001E11,386.213,489.9532,852.8527,114
8512161717,0.8663,0.2241,-0.4465,3.72900004E11,3.64200002E11,388.0699,489.3703,851.9965,42
8512161718,0.746,0.6466,0.1595,2.61000004E12,2.593E12,398.704,495.0984,851.4097,299
8512161723,0.8912,-0.4521,0.0383,3.48600009E12,3.35599999E12,369.2096,502.3469,849.4459,387
8512161726,-0.6853,0.5126,0.5173,1.90800003E11,1.90800003E11,332.3978,507.2812,849.1824,22
8512161727,-0.4525,0.4972,0.7403,5.7839997E12,5.6459998E12,348.965,508.8034,849.7415,651
8512161728,0.4561,-0.5604,0.6913,2.22899995E12,2.22899995E12,364.5336,505.9255,849.6248,257
8512161730,0.5229,-0.596,0.6094,8.3509998E12,9.0190001E11,359.0449,509.1817,850.0963,104
8512161734,0.8505,0.063,0.5222,2.91400004E12,2.86200011E12,377.985,513.5764,845.6271,330
8512161735,0.6579,0.0411,0.752,2.25500004E11,1.90800003E11,381.5912,512.962,846.2565,22
8512161736,0.5037,0.4523,0.736,2.081E11,1.99500005E11,385.0893,512.9024,843.3149,23
8512161839,-0.6601,0.1301,0.7399,3.55600007E11,3.46900005E11,370.9791,497.9688,852.9816,40
8512161846,0.3951,0.692,-0.6042,2.42800001E11,2.25500004E11,339.4799,504.2609,854.3284,26
8512161847,0.0208,0.6178,0.7861,1.99500005E11,1.99500005E11,373.9943,495.1267,852.5627,23
8512161848,-0.5402,0.8398,0.0536,4.30999994E12,3.74600001E12,375.2182,494.5003,853.0104,432
8512161853,0.7843,-0.1972,0.5883,3.295E11,3.295E11,340.5053,504.7075,852.9497,38
8512161854,0.2093,-0.5206,0.8278,1.24900003E12,1.18800004E12,349.2107,507.0992,853.2579,137
8512161861,-0.3231,0.3249,0.8888,1.98600006E12,1.51800001E12,348.1893,508.0682,850.7277,175
8512161865,0.3876,0.4727,-0.7914,5.03000007E11,4.42300006E11,345.9979,512.42,842.3942,51
8512161866,-0.7315,0.5345,0.4233,7.0240001E12,1.18800004E12,359.1766,508.9252,850.1918,137
8512161867,0.3088,0.9042,0.2951,7.0239997E11,7.0239997E11,381.4585,513.2402,846.3977,81
8512161874,0.4287,0.5213,-0.7379,4.33600004E11,4.33600004E11,336.5841,514.3322,846.9215,50
8512161880,0.4228,-0.6338,0.6477,3.12200004E11,2.16800002E11,352.2308,516.0085,845.6734,25
8512161978,-0.3956,0.9183,0.0131,3.55600007E11,3.12200004E11,381.514,489.0613,852.9437,36
8512161983,0.1179,0.1377,0.9834,8.8460001E11,8.5849997E11,355.1266,502.6244,857.2212,99
8512161984,0.6699,0.4115,-0.618,1.64800004E11,1.47399999E11,381.7784,490.6953,852.7418,17
8512161988,0.5652,0.8194,-0.096,5.20300003E11,4.94300004E11,358.5319,509.3114,850.6997,57
8512161994,-0.0539,-0.5432,0.8378,5.8970001E11,5.8970001E11,348.0681,511.41,846.4635,68
8512161999,0.1046,-0.6958,0.7105,1.01500001E12,9.9729998E11,333.9394,513.2998,847.4543,115
8512162000,-0.3625,0.7434,0.5622,7.3709997E11,7.3709997E11,348.5026,512.8876,845.1115,85
8512162003,0.4273,0.6006,0.6758,4.33600004E11,4.33600004E11,336.271,514.5949,845.7277,50
8512162004,0.905,0.4207,0.0628,2.51500003E11,2.51500003E11,340.7671,514.3773,846.4797,29
8512162014,0.7367,-0.4525,0.5024,8.1520001E11,8.1520001E11,368.6355,517.4573,848.2375,94
8512162112,0.9818,-0.0527,-0.1825,5.55E11,5.55E11,373.9827,421.9937,856.3313,64
8512162122,0.7641,0.0775,-0.6405,5.46300002E11,5.37700008E11,370.2087,420.4592,854.8861,62
8512162129,-0.178,0.5379,0.824,1.36199995E12,1.318E12,391.727,431.0024,859.7565,152
8512162138,0.3343,-0.7886,0.5161,2.17499996E13,5.37700008E11,375.2953,431.951,858.212,62
8512162139,-0.4451,0.8865,0.1263,7.1979998E11,7.1110001E11,395.8669,434.8555,859.8891,82
8512162145,0.4661,-0.5855,0.6633,1.73399998E11,1.73399998E11,365.106,435.8206,857.4117,20
8512162149,-0.3851,0.2116,0.8983,6.7640001E11,6.6779998E11,371.1117,433.7047,856.619,77
8512162152,0.3752,0.8174,-0.4371,1.74799999E13,1.73899996E13,336.2604,446.2055,846.1617,2005
8512162158,0.8155,-0.542,0.2029,1.14500003E12,1.13599998E12,342.7476,451.5791,851.5643,131
8512162159,0.4001,0.9117,-0.0936,3.81600006E11,3.81600006E11,349.6544,451.0317,853.6741,44
8512162160,-0.2703,0.9626,-0.0165,2.34200007E11,2.34200007E11,351.253,450.3715,853.3861,27
8512162161,-0.4622,0.6339,0.6201,6.6779998E11,6.6779998E11,367.1762,449.997,862.134,77
8512162162,0.0405,0.9535,0.2988,3.12200004E11,3.03500001E11,372.3075,447.89,864.7638,35
8512162163,-0.4376,0.1318,0.8895,3.72900004E11,3.55600007E11,386.7047,460.7086,862.1698,41
8512162167,-0.2382,0.2602,0.9357,5.6629998E12,5.55E12,379.0886,455.9466,864.5235,640
8512162168,0.9948,-0.0805,0.0625,2.77500002E11,2.77500002E11,385.7737,460.647,862.5868,32
8512162171,0.1701,0.8192,-0.5478,3.98900003E11,3.98900003E11,365.8152,454.8952,863.7585,46
8512162172,0.5878,0.4777,0.6529,1.37000006E12,1.318E12,378.476,457.495,861.5173,152
8512162173,0.6206,-0.5754,0.5327,9.5390001E11,7.8050001E11,383.2986,460.0494,863.6994,90
8512162175,0.2994,-0.4764,0.8267,7.1979998E11,7.1110001E11,349.0027,460.4167,856.8416,82
8512162176,0.8005,-0.5548,-0.2267,5.29000006E11,5.29000006E11,363.2608,457.8454,862.8734,61
8512162181,0.5745,0.7741,0.2662,2.94799999E11,2.94799999E11,363.8099,464.7631,859.8712,34
8512162182,0.6624,0.3147,-0.6798,5.37700008E11,5.37700008E11,378.2461,463.7795,861.5249,62
8512162183,0.1112,-0.1076,0.988,5.8970001E11,5.8970001E11,378.5018,463.1871,859.5055,68
8512162184,0.7679,-0.6301,0.1152,4.68300005E11,2.60200006E11,379.3761,466.684,860.6449,30
8512162188,0.7795,0.5476,0.3042,4.24900002E11,4.24900002E11,345.139,466.3817,852.738,49
8512162195,0.2569,-0.5742,0.7774,2.94799999E11,2.86200005E11,332.1883,472.8352,852.4379,33
8512162196,0.6452,0.2674,0.7157,5.8970001E11,5.55E11,384.6142,467.3227,869.4896,64
8512162211,0.995,0.0607,-0.0799,7.5449998E11,7.4580001E11,335.9645,480.9631,851.3578,86
8512162212,-0.7362,0.1608,0.6574,3.8330001E12,3.79799994E12,389.9142,470.4164,863.3537,438
8512162220,0.6314,0.4061,-0.6607,7.2850001E11,3.98900003E11,344.0973,482.4043,849.6185,46
8512162226,-0.4529,0.029,0.8911,5.11700009E11,5.03000007E11,336.1793,483.6272,851.1429,58
8512162227,-0.3352,0.6274,0.7028,1.21900001E13,1.15899997E13,372.2689,475.8543,863.0782,1336
8512162228,0.3614,0.9271,0.0993,1.90800003E11,1.56100002E11,372.1507,476.4604,863.0193,18
8512162229,-0.1812,0.978,-0.1031,3.38200003E11,3.38200003E11,384.0351,474.7583,861.8602,39
8512162230,0.5148,0.0526,0.8557,3.20900006E11,3.20900006E11,389.4026,475.3022,859.5982,37
8512162237,0.6657,0.741,-0.0881,3.33000003E12,3.30400006E12,349.6899,491.66,856.7203,381
